mun_fr;map_names_ar;Type de liste (fr);nom_liste_fr;nom_liste_ar;votes_obtenus;porcentage_obtenus;sieges_obtenus;total_inscrits;votes_nul;votes_blancs;total_votes_valide;total_votes
Azmour;أزمور;Liste partisane;Nidaa Tounes;حركة نداء تونس;982;0,637662338;4;3822;47;40;1540;1627
Akouda;أكودة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1976;0,365384615;9;12703;136;87;5408;5631
El Ahouaz Lassouda;لسودة;Liste partisane;Nidaa Tounes;حركة نداء تونس;434;0,194096601;3;8595;77;44;2236;2357
El Bradaa;البرادعة;Liste partisane;Nidaa Tounes;حركة نداء تونس;480;0,160374206;3;6872;194;72;2993;3259
El Bassatine;البساتين;Liste partisane;Nidaa Tounes;حركة نداء تونس;775;0,383473528;7;5549;144;78;2021;2243
El Battane;البطان;Liste partisane;Nidaa Tounes;حركة نداء تونس;723;0,36663286;7;8969;145;101;1972;2218
Bekalta;البقالطة;Liste partisane;Nidaa Tounes;حركة نداء تونس;668;0,148775056;3;8349;127;55;4490;4672
Cité Ettadhamen;التضامن;Liste partisane;Nidaa Tounes;حركة نداء تونس;1773;0,267018072;8;35966;402;218;6640;7260
Djedaïda;الجديدة;Liste partisane;Nidaa Tounes;حركة نداء تونس;766;0,11667936;3;20932;303;157;6565;7025
DJerissa;الجريصة;Liste partisane;Nidaa Tounes;حركة نداء تونس;899;0,476670201;6;5938;170;82;1886;2138
El Djem;الجم;Liste partisane;Nidaa Tounes;حركة نداء تونس;2012;0,424651752;10;11693;164;120;4738;5022
Jouaouda;الجواودة;Liste partisane;Nidaa Tounes;حركة نداء تونس;610;0,402109426;7;5476;109;60;1517;1686
El Hajeb;الحاجب;Liste partisane;Nidaa Tounes;حركة نداء تونس;267;0,114789338;2;7521;85;43;2326;2454
El Hamma;الحامة;Liste partisane;Nidaa Tounes;حركة نداء تونس;631;0,095159101;3;23036;320;127;6631;7078
El Hbabsa;الحبابسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;260;0,320987654;4;2680;108;19;810;937
Habib Thameur;الحبيب ثامر - بوعطوش;Liste partisane;Nidaa Tounes;حركة نداء تونس;421;0,104544326;2;14238;219;80;4027;4326
El Hchachna;الحشاشنة;Liste partisane;Nidaa Tounes;حركة نداء تونس;487;0,224527432;4;6922;147;68;2169;2384
El Hekaima;الحكايمة;Liste partisane;Nidaa Tounes;حركة نداء تونس;733;0,383769634;7;4960;133;40;1910;2083
Hammamet;الحمامات;Liste partisane;Nidaa Tounes;حركة نداء تونس;2237;0,153524123;5;43262;408;229;14571;15208
El Hencha;الحنشة;Liste partisane;Nidaa Tounes;حركة نداء تونس;774;0,170222124;4;16205;223;73;4547;4843
Khelidia;الخليدية;Liste partisane;Nidaa Tounes;حركة نداء تونس;844;0,294076655;5;7617;160;92;2870;3122
Khmeyria;الخمايرية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1449;0,728873239;13;7137;203;52;1988;2243
Den - Den;الدندان;Liste partisane;Nidaa Tounes;حركة نداء تونس;884;0,201275046;5;16450;188;139;4392;4719
Dahmani;الدهماني;Liste partisane;Nidaa Tounes;حركة نداء تونس;1352;0,326727888;8;11900;336;124;4138;4598
Dhehiba;الذهيبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;146;0,193121693;2;2137;36;10;756;802
Rejiche;الرجيش;Liste partisane;Nidaa Tounes;حركة نداء تونس;319;0,110113911;2;5454;74;53;2897;3024
Errakhmet;الرخمات;Liste partisane;Nidaa Tounes;حركة نداء تونس;63;0,027851459;0;6322;99;26;2262;2387
Redeyef;الرديف;Liste partisane;Nidaa Tounes;حركة نداء تونس;664;0,119402985;3;13028;172;88;5561;5821
Regueb;الرقاب;Liste partisane;Nidaa Tounes;حركة نداء تونس;2095;0,255363237;6;24066;210;105;8204;8519
Errouhia;الروحية;Liste partisane;Nidaa Tounes;حركة نداء تونس;702;0,214416616;4;7749;332;86;3274;3692
Ezzarat;الزارات;Liste partisane;Nidaa Tounes;حركة نداء تونس;64;0,029520295;0;5220;67;68;2168;2303
Ezzriba;الزريبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1707;0,318767507;6;12590;268;112;5355;5735
Zaafrane;الزعفران - دير الكاف;Liste partisane;Nidaa Tounes;حركة نداء تونس;557;0,41536167;7;5767;133;46;1341;1520
Ezzahra;الزهراء;Liste partisane;Nidaa Tounes;حركة نداء تونس;1091;0,139069471;3;20136;259;136;7845;8240
Ezzouhour;الزهور;Liste partisane;Nidaa Tounes;حركة نداء تونس;541;0,164088565;3;8661;149;53;3297;3499
Ezzouhour - Kasserine;الزهور - القصرين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1493;0,324565217;6;14131;231;71;4600;4902
Sahline Môotmar;الساحلين - معتمر;Liste partisane;Nidaa Tounes;حركة نداء تونس;1004;0,234469874;4;9833;212;85;4282;4579
Sbikha;السبيخة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1818;0,296187683;7;17576;359;83;6138;6580
Sers;السرس;Liste partisane;Nidaa Tounes;حركة نداء تونس;1212;0,416208791;8;9432;291;70;2912;3273
Esslouguia;السلوقية;Liste partisane;Nidaa Tounes;حركة نداء تونس;174;0,128793486;2;3172;30;31;1351;1412
Sned;السند;Liste partisane;Nidaa Tounes;حركة نداء تونس;996;0,223820225;4;10501;135;82;4450;4667
Essouassi;السواسي;Liste partisane;Nidaa Tounes;حركة نداء تونس;1969;0,331760741;8;11967;193;113;5935;6241
Chebba;الشابة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1381;0,178700828;4;16689;231;115;7728;8074
Chebika;الشبيكة;Liste partisane;Nidaa Tounes;حركة نداء تونس;849;0,218420376;4;8827;269;68;3887;4224
Cherahil;شراحيل;Liste partisane;Nidaa Tounes;حركة نداء تونس;134;0,152099886;2;2089;36;7;881;924
Echrarda;الشراردة;Liste partisane;Nidaa Tounes;حركة نداء تونس;549;0,256902199;5;6942;93;31;2137;2261
Cheraitia ksour;الشرايطية - القصور;Liste partisane;Nidaa Tounes;حركة نداء تونس;840;0,538461538;10;4864;131;51;1560;1742
Charaê - Machrek Echems;الشرائع - مشرق الشمس;Liste partisane;Nidaa Tounes;حركة نداء تونس;843;0,194060773;3;11743;224;95;4344;4663
Ech Cherifet;الشريفات - بوشراي;Liste partisane;Nidaa Tounes;حركة نداء تونس;299;0,100673401;2;5542;146;32;2970;3148
Skhira;الصخيرة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1868;0,212586776;5;16268;254;95;8787;9136
Smar;الصمار;Liste partisane;Nidaa Tounes;حركة نداء تونس;468;0,202247191;3;5927;80;36;2314;2430
Somâa;الصمعة;Liste partisane;Nidaa Tounes;حركة نداء تونس;540;0,209545984;3;4634;94;45;2577;2716
Touiref;الطويرف;Liste partisane;Nidaa Tounes;حركة نداء تونس;658;0,550167224;7;3001;88;38;1196;1322
El Alia;العالية;Liste partisane;Nidaa Tounes;حركة نداء تونس;632;0,165618449;4;17717;247;118;3816;4181
El Amra;العامرة;Liste partisane;Nidaa Tounes;حركة نداء تونس;837;0,201250301;5;13596;166;78;4159;4403
El Aroussa;العروسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;254;0,128282828;2;4777;76;32;1980;2088
El Achech;العشاش بوجربوع العوادنة ماجل الدرج;Liste partisane;Nidaa Tounes;حركة نداء تونس;651;0,194968553;4;8670;154;57;3339;3550
El Alaa;العلا;Liste partisane;Nidaa Tounes;حركة نداء تونس;970;0,233117039;6;12298;387;97;4161;4645
El Amaiem;العمايم;Liste partisane;Nidaa Tounes;حركة نداء تونس;261;0,105710814;2;6337;120;38;2469;2627
El Aouabed El Khazanet;العوابد - الخزانات;Liste partisane;Nidaa Tounes;حركة نداء تونس;576;0,126732673;3;12781;131;91;4545;4767
El Ain;العين;Liste partisane;Nidaa Tounes;حركة نداء تونس;2194;0,207431219;5;28468;247;196;10577;11020
El Ayoun;العيون;Liste partisane;Nidaa Tounes;حركة نداء تونس;810;0,1861641;3;8435;207;63;4351;4621
Ghraiba;الغريبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1069;0,575659666;10;7670;90;46;1857;1993
El Fahs;الفحص;Liste partisane;Nidaa Tounes;حركة نداء تونس;1078;0,211124168;5;15911;232;119;5106;5457
El Faouar;الفوار;Liste partisane;Nidaa Tounes;حركة نداء تونس;152;0,029411765;0;9566;215;75;5168;5458
Grimet Hicher;القريمات - هيشر;Liste partisane;Nidaa Tounes;حركة نداء تونس;509;0,136169074;2;6898;143;55;3738;3936
El Ksar;القصر;Liste partisane;Nidaa Tounes;حركة نداء تونس;754;0,163913043;4;12791;192;70;4600;4862
Kasserine;القصرين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1498;0,250627405;6;19675;204;83;5977;6264
El Ksour;القصور;Liste partisane;Nidaa Tounes;حركة نداء تونس;549;0,214369387;4;7777;165;75;2561;2801
El Guetar;القطار;Liste partisane;Nidaa Tounes;حركة نداء تونس;406;0,097036329;2;10813;200;60;4184;4444
Kalaat Khasbat;القلعة الخصباء;Liste partisane;Nidaa Tounes;حركة نداء تونس;236;0,115178136;1;3766;136;43;2049;2228
Kalaa Sghira;القلعة الصغرى;Liste partisane;Nidaa Tounes;حركة نداء تونس;999;0,181669394;5;16450;178;125;5499;5802
Kalaa Kebira;القلعة الكبرى;Liste partisane;Nidaa Tounes;حركة نداء تونس;937;0,113479472;3;22671;276;123;8257;8656
El Kalaa El Maaden Forgassen;القلعة - المعدن - فرقصان;Liste partisane;Nidaa Tounes;حركة نداء تونس;192;0,128772636;2;4183;60;40;1491;1591
Kairouan;القيروان;Liste partisane;Nidaa Tounes;حركة نداء تونس;3504;0,186382979;7;71387;636;310;18800;19746
Le Kef;الكاف;Liste partisane;Nidaa Tounes;حركة نداء تونس;2889;0,290293408;9;35526;456;192;9952;10600
Le Kram;الكرم;Liste partisane;Nidaa Tounes;حركة نداء تونس;2918;0,386029898;11;30179;346;268;7559;8173
El Krib;الكريب;Liste partisane;Nidaa Tounes;حركة نداء تونس;577;0,122193986;2;9651;239;96;4722;5057
Metlaoui;المتلوي;Liste partisane;Nidaa Tounes;حركة نداء تونس;1118;0,115008744;3;21966;260;103;9721;10084
Mahrés;المحرص;Liste partisane;Nidaa Tounes;حركة نداء تونس;1337;0,253748339;6;16606;145;74;5269;5488
Mohamedia;المحمدية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1136;0,152996633;5;26031;383;208;7425;8016
El Marja;المرجى;Liste partisane;Nidaa Tounes;حركة نداء تونس;466;0,585427136;7;2520;88;45;796;929
La Marsa;المرسى;Liste partisane;Nidaa Tounes;حركة نداء تونس;3262;0,171693247;5;51807;355;266;18999;19620
La Mornaguia;المرناقية;Liste partisane;Nidaa Tounes;حركة نداء تونس;832;0,179194486;4;14449;215;93;4643;4951
El Mourouj;المروج;Liste partisane;Nidaa Tounes;حركة نداء تونس;2249;0,153830369;6;50600;325;195;14620;15140
El Messaadine;المسعدين;Liste partisane;Nidaa Tounes;حركة نداء تونس;266;0,10589172;2;5363;48;38;2512;2598
El Masdour Menzel Harb;مصدور - منزل حرب;Liste partisane;Nidaa Tounes;حركة نداء تونس;795;0,467097532;6;2453;55;22;1702;1779
El Metouia;المطوية;Liste partisane;Nidaa Tounes;حركة نداء تونس;278;0,072490222;1;7459;117;40;3835;3992
Mdhila;المظيلة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1225;0;5;8969;176;47;4274;4497
El Maagoula;المعقولة;Liste partisane;Nidaa Tounes;حركة نداء تونس;631;0,333862434;6;6848;158;79;1890;2127
El Maamoura;المعمورة;Liste partisane;Nidaa Tounes;حركة نداء تونس;149;0,049435965;1;4687;67;42;3014;3123
Meknassy;المكناسي;Liste partisane;Nidaa Tounes;حركة نداء تونس;759;0,1518;3;14929;217;78;5000;5295
Moknine;المكنين;Liste partisane;Nidaa Tounes;حركة نداء تونس;2424;0,247827421;8;25874;229;99;9781;10109
Monastir;المنستير;Liste partisane;Nidaa Tounes;حركة نداء تونس;2806;0,160737813;5;46430;384;209;17457;18050
Mnihla;المنيهلة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1591;0,228624802;7;30959;276;214;6959;7449
Mahdia;المهدية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1733;0,165900823;5;28714;287;181;10446;10914
El Mida;الميدة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1658;0,35503212;9;12970;209;92;4670;4971
Ennadhour;الناظور;Liste partisane;Nidaa Tounes;حركة نداء تونس;1622;0,213336841;5;16444;360;171;7603;8134
Ennadhour Sidi Ali Belabed;الناظور - سيدي علي بلعابد;Liste partisane;Nidaa Tounes;حركة نداء تونس;619;0,199355878;3;8968;90;56;3105;3251
Ennasr;النصر;Liste partisane;Nidaa Tounes;حركة نداء تونس;731;0,287568843;5;8129;74;53;2542;2669
Enfidha;النفيضة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1248;0,179853005;4;15065;375;140;6939;7454
Ennour;النور;Liste partisane;Nidaa Tounes;حركة نداء تونس;1907;0,319056383;8;22947;282;119;5977;6378
El Haouaria;الهوارية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1200;0,30816641;7;13798;192;101;3894;4187
El Ouerdanine;الوردانين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1608;0,328029376;6;10018;178;111;4902;5191
Oueslatia;الوسلاتية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1040;0,210867802;5;14209;355;107;4932;5394
Moulares;أم العرائس;Liste partisane;Nidaa Tounes;حركة نداء تونس;1180;0,174737154;3;16004;256;102;6753;7111
Utique;أوتيك;Liste partisane;Nidaa Tounes;حركة نداء تونس;713;0,24334471;4;7489;143;79;2930;3152
Ouled Chamekh;أولاد شامخ;Liste partisane;Nidaa Tounes;حركة نداء تونس;990;0,25210084;4;9706;236;80;4710;5026
Beja;باجة;Liste partisane;Nidaa Tounes;حركة نداء تونس;2035;0,194012775;6;41646;586;314;10489;11389
Le Bardo;باردو;Liste partisane;Nidaa Tounes;حركة نداء تونس;2534;0,19367166;6;44901;329;209;13084;13622
Baten Elghezel;باطن الغزال;Liste partisane;Nidaa Tounes;حركة نداء تونس;444;0,179321486;3;7016;127;63;2476;2666
Borj El Amri;برج العامري;Liste partisane;Nidaa Tounes;حركة نداء تونس;1158;0,439301973;8;9449;180;56;2636;2872
Bargou;برقو;Liste partisane;Nidaa Tounes;حركة نداء تونس;145;0,048805116;1;6758;160;43;2971;3174
Béchri Fatnassa;بشري فطناسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;471;0,214970333;3;5902;121;65;2191;2377
Bchelli;بشلي - جرسين - البليدات;Liste partisane;Nidaa Tounes;حركة نداء تونس;158;0,049114081;1;7042;79;44;3217;3340
Belkhir;بلخير;Liste partisane;Nidaa Tounes;حركة نداء تونس;487;0,203340292;4;7800;110;46;2395;2551
Balta Bouawene;بلطة بوعوان;Liste partisane;Nidaa Tounes;حركة نداء تونس;1363;0,496539162;12;12523;225;101;2745;3071
Ben Arous;بن عروس;Liste partisane;Nidaa Tounes;حركة نداء تونس;2647;0,222830205;7;46708;536;246;11879;12661
Ben Guerdane;بن قردان;Liste partisane;Nidaa Tounes;حركة نداء تونس;408;0,033197722;1;32112;311;152;12290;12753
Benen Bodher;بنان - بوضر;Liste partisane;Nidaa Tounes;حركة نداء تونس;759;0,202238209;4;6930;85;59;3753;3897
Bembla;بنبلة - المنارة;Liste partisane;Nidaa Tounes;حركة نداء تونس;910;0,251173061;5;6930;118;52;3623;3793
Bizerte;بنزرت;Liste partisane;Nidaa Tounes;حركة نداء تونس;3223;0,169962559;0;80820;950;445;18963;20358
Bennour;الفائض بنور;Liste partisane;Nidaa Tounes;حركة نداء تونس;878;0,319505095;6;11866;149;61;2748;2958
Beni Hassen;بني حسان;Liste partisane;Nidaa Tounes;حركة نداء تونس;428;0,146174863;2;5127;101;33;2928;3062
Beni Khedech;بني خداش;Liste partisane;Nidaa Tounes;حركة نداء تونس;1037;0,233243365;6;14709;186;97;4446;4729
Beni Khalled;بني خلاد;Liste partisane;Nidaa Tounes;حركة نداء تونس;962;0,213114754;5;14529;189;77;4514;4780
Beni Khiar;بني خيار;Liste partisane;Nidaa Tounes;حركة نداء تونس;1892;0,301610075;7;13548;211;153;6273;6637
Beni M'tir;بني مطير;Liste partisane;Nidaa Tounes;حركة نداء تونس;401;0,351138354;4;2793;85;15;1142;1242
Bahra;بهرة;Liste partisane;Nidaa Tounes;حركة نداء تونس;416;0,392823418;5;2799;115;24;1059;1198
Bou Hjar;بوحجر;Liste partisane;Nidaa Tounes;حركة نداء تونس;392;0,206751055;2;3396;56;27;1896;1979
Bouhajla;بوحجلة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1412;0,218846869;6;23521;306;81;6452;6839
Bourouis;بورويس;Liste partisane;Nidaa Tounes;حركة نداء تونس;627;0,222104145;4;6659;136;130;2823;3089
Bouzguam;بوزقام;Liste partisane;Nidaa Tounes;حركة نداء تونس;132;0,03551251;1;7039;130;71;3717;3918
Bou Salem;بوسالم;Liste partisane;Nidaa Tounes;حركة نداء تونس;1763;0,287930753;7;20587;375;104;6123;6602
Bouchemma;بوشمة;Liste partisane;Nidaa Tounes;حركة نداء تونس;245;0,105923044;2;6133;80;44;2313;2437
Bou Arada;بوعرادة;Liste partisane;Nidaa Tounes;حركة نداء تونس;727;0,231307668;4;9568;170;84;3143;3397
Bou Argoub;بوعرقوب;Liste partisane;Nidaa Tounes;حركة نداء تونس;1376;0,249004705;6;16170;266;99;5526;5891
Boughrara;بوغرارة;Liste partisane;Nidaa Tounes;حركة نداء تونس;590;0,267938238;3;3567;66;32;2202;2300
Bouficha;بوفيشة;Liste partisane;Nidaa Tounes;حركة نداء تونس;2052;0,328688131;8;12531;283;109;6243;6635
Boumerdes;بومرداس;Liste partisane;Nidaa Tounes;حركة نداء تونس;526;0,133876304;2;7255;133;52;3929;4114
Bou Mhel El Bassatine;بومهل البساتين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1265;0,214734341;5;18334;201;123;5891;6215
Bir El Hafey;بئر الحفي;Liste partisane;Nidaa Tounes;حركة نداء تونس;271;0,061339973;1;15326;147;64;4418;4629
Bir Ali Ben Khelifa;بئر علي بن خليفة;Liste partisane;Nidaa Tounes;حركة نداء تونس;712;0,155492466;4;14157;151;53;4579;4783
Bir M'chergua;بئر مشارقة;Liste partisane;Nidaa Tounes;حركة نداء تونس;303;0,111111111;2;7220;91;58;2727;2876
Tajerouine;تاجروين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1023;0,208392748;5;14322;345;80;4909;5334
Tazarka;تازركة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1854;0,616151545;7;5385;103;60;3009;3172
Takelsa;تاكلسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1594;0,286587558;5;13013;246;74;5562;5882
Thala;تالة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1168;0,271691091;6;16363;362;102;4299;4763
Teboursouk;تبرسق;Liste partisane;Nidaa Tounes;حركة نداء تونس;989;0,328462305;6;10219;276;70;3011;3357
Tazaghrane;تزغران - زاوية المقايز;Liste partisane;Nidaa Tounes;حركة نداء تونس;454;0,11975732;2;8277;196;101;3791;4088
Testour;تستور;Liste partisane;Nidaa Tounes;حركة نداء تونس;1183;0,251809281;6;13521;220;127;4698;5045
Tataouine;تطاوين;Liste partisane;Nidaa Tounes;حركة نداء تونس;477;0,054204545;2;37780;211;153;8800;9164
Tataouine Sud;تطاوين الجنوبية;Liste partisane;Nidaa Tounes;حركة نداء تونس;204;0,161137441;2;3997;52;18;1266;1336
Telept;تلابت;Liste partisane;Nidaa Tounes;حركة نداء تونس;105;0,037947235;1;8201;152;35;2767;2954
Talalsa;تلالسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;510;0,32278481;6;5672;122;47;1580;1749
Tameghza;تمغزة;Liste partisane;Nidaa Tounes;حركة نداء تونس;155;0,069227334;1;4381;101;36;2239;2376
Tozeur;توزر;Liste partisane;Nidaa Tounes;حركة نداء تونس;1068;0,126345676;3;27942;279;167;8453;8899
Tunis;تونس;Liste partisane;Nidaa Tounes;حركة نداء تونس;21740;0,273221983;17;328134;2831;2058;79569;84458
Tibar;تيبار;Liste partisane;Nidaa Tounes;حركة نداء تونس;647;0,490523124;9;5281;134;33;1319;1486
Tinja;تينجة;Liste partisane;Nidaa Tounes;حركة نداء تونس;379;0,115408039;2;10112;213;105;3284;3602
Jebel Oust;جبل الوسط;Liste partisane;Nidaa Tounes;حركة نداء تونس;107;0,041360649;0;4271;67;41;2587;2695
Djebeniana;جبنيانة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1147;0,274074074;7;14702;224;101;4185;4510
Djedeliane;جدليان;Liste partisane;Nidaa Tounes;حركة نداء تونس;119;0,036324786;1;6741;221;48;3276;3545
Zarzis;جرجيس;Liste partisane;Nidaa Tounes;حركة نداء تونس;1933;0,231969279;5;21168;220;105;8333;8658
Zarzis Nord;جرجيس الشمالية;Liste partisane;Nidaa Tounes;حركة نداء تونس;1317;0,213452188;5;15515;187;130;6170;6487
Jilma;جلمة;Liste partisane;Nidaa Tounes;حركة نداء تونس;913;0,179265659;3;13383;204;111;5093;5408
Jammel;جمال;Liste partisane;Nidaa Tounes;حركة نداء تونس;1774;0,200815033;6;22244;194;75;8834;9103
Jemna;جمنة;Liste partisane;Nidaa Tounes;حركة نداء تونس;93;0,052013423;0;3992;51;31;1788;1870
Jendouba;جندوبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;3045;0,299822765;11;49945;579;303;10156;11038
Jehina;جهينة;Liste partisane;Nidaa Tounes;حركة نداء تونس;644;0,401246106;5;3727;109;50;1605;1764
Joumine;جومين;Liste partisane;Nidaa Tounes;حركة نداء تونس;1162;0,253324613;7;11736;416;130;4587;5133
Hajeb El Ayoun;حاجب العيون;Liste partisane;Nidaa Tounes;حركة نداء تونس;776;0,136547598;3;11965;330;101;5683;6114
Hassi El Ferid;حاسي الفريد;Liste partisane;Nidaa Tounes;حركة نداء تونس;1033;0,232500563;4;9162;206;75;4443;4724
Hamet Ejrid;حامة الجريد;Liste partisane;Nidaa Tounes;حركة نداء تونس;207;0,13109563;2;4932;103;47;1579;1729
Hazeg El Louza;حزق - اللوزة;Liste partisane;Nidaa Tounes;حركة نداء تونس;841;0,292115318;5;8203;118;82;2879;3079
Hazoua;حزوة;Liste partisane;Nidaa Tounes;حركة نداء تونس;382;0,19205631;2;3450;97;23;1989;2109
Haffouz;حفوز;Liste partisane;Nidaa Tounes;حركة نداء تونس;685;0,125114155;3;13717;267;126;5475;5868
La Goulette;حلق الوادي;Liste partisane;Nidaa Tounes;حركة نداء تونس;2540;0,346143363;8;23448;210;172;7338;7720
Hammam Lif;حمام الأنف;Liste partisane;Nidaa Tounes;حركة نداء تونس;2821;0,34144275;9;22538;299;110;8262;8671
Hammam Chott;حمام الشط;Liste partisane;Nidaa Tounes;حركة نداء تونس;1297;0,20872224;5;18086;220;97;6214;6531
Hammam El Ghezaz;حمام الغزاز;Liste partisane;Nidaa Tounes;حركة نداء تونس;276;0,124380352;2;5031;69;43;2219;2331
Hammam Sousse;حمام سوسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1651;0,164606181;4;26781;294;179;10030;10503
Houmt Souk;حومة السوق;Liste partisane;Nidaa Tounes;حركة نداء تونس;888;0,069690786;2;33306;260;166;12742;13168
Hidra;حيدرة;Liste partisane;Nidaa Tounes;حركة نداء تونس;808;0,353765324;4;4973;106;43;2284;2433
Khmouda;خمودة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1036;0,436210526;8;6186;98;31;2375;2504
Khenis;خنيس;Liste partisane;Nidaa Tounes;حركة نداء تونس;441;0,18110883;3;5642;60;37;2435;2532
Dar Chaabane El Fehri;دار شعبان;Liste partisane;Nidaa Tounes;حركة نداء تونس;2112;0,227341227;6;23512;296;175;9290;9761
Dar Allouch;دار علوش;Liste partisane;Nidaa Tounes;حركة نداء تونس;642;0,261081741;3;3759;83;20;2459;2562
Dkhilet Toujene;دخيلة توجان;Liste partisane;Nidaa Tounes;حركة نداء تونس;565;0,256003625;5;4691;67;45;2207;2319
Degach;دقاش;Liste partisane;Nidaa Tounes;حركة نداء تونس;465;0,111886429;2;12823;157;88;4156;4401
Douar Hicher;دوار هيشر;Liste partisane;Nidaa Tounes;حركة نداء تونس;1715;0,251061338;7;31394;644;172;6831;7469
Douz;دوز;Liste partisane;Nidaa Tounes;حركة نداء تونس;729;0,100427056;2;22819;226;132;7259;7617
Radès;رادس;Liste partisane;Nidaa Tounes;حركة نداء تونس;2461;0,255714879;8;29049;287;191;9624;10102
Ras Jebel;رأس الجبل;Liste partisane;Nidaa Tounes;حركة نداء تونس;558;0,113276492;3;15724;232;107;4926;5265
Rejim Mâatoug;رجيم معتوق;Liste partisane;Nidaa Tounes;حركة نداء تونس;514;0,431932773;5;1958;26;25;1190;1241
Rahal;رحال;Liste partisane;Nidaa Tounes;حركة نداء تونس;632;0,287142208;5;4571;56;63;2201;2320
Rafraf;رفراف;Liste partisane;Nidaa Tounes;حركة نداء تونس;638;0,274408602;5;6267;96;46;2325;2467
Rakada;رقادة;Liste partisane;Nidaa Tounes;حركة نداء تونس;592;0,208011244;4;8489;153;60;2846;3059
Remada;رمادة;Liste partisane;Nidaa Tounes;حركة نداء تونس;401;0,319776715;6;4292;63;27;1254;1344
Raoued;روّاد;Liste partisane;Nidaa Tounes;حركة نداء تونس;2097;0,168894974;6;43079;305;258;12416;12979
Zalba;زالبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;316;0,304138595;5;3937;95;26;1039;1160
Sanouche;زانوش;Liste partisane;Nidaa Tounes;حركة نداء تونس;665;0,195186381;4;7039;201;34;3407;3642
Zaouiet Jdidi;زاوية الجديدي;Liste partisane;Nidaa Tounes;حركة نداء تونس;422;0,148018239;3;6014;120;44;2851;3015
Zaouia Sousse;زاوية سوسة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1476;0,449315068;8;8517;217;57;3285;3559
Zaouiet Kontoch;زاوية قنطش;Liste partisane;Nidaa Tounes;حركة نداء تونس;410;0,233618234;3;3486;38;22;1755;1815
Zeramdine;زرمدين;Liste partisane;Nidaa Tounes;حركة نداء تونس;607;0,169837717;3;7449;121;48;3574;3743
Zaghouan;زغوان;Liste partisane;Nidaa Tounes;حركة نداء تونس;1230;0,170242215;4;20161;297;183;7225;7705
Zahret Medien;زهرة مدين;Liste partisane;Nidaa Tounes;حركة نداء تونس;929;0,315342838;6;9975;258;64;2946;3268
Sakiet Eddaeir;ساقية الداير;Liste partisane;Nidaa Tounes;حركة نداء تونس;1156;0,126394052;3;23195;225;147;9146;9518
Sakiet Ezzit;ساقية الزيت;Liste partisane;Nidaa Tounes;حركة نداء تونس;1856;0,138074691;4;32535;220;193;13442;13855
Sakiet Sidi Youssef;ساقية سيدي يوسف;Liste partisane;Nidaa Tounes;حركة نداء تونس;776;0,327012221;6;7995;240;82;2373;2695
Cebalet Ouled Asker;سبالة أولاد عسكر;Liste partisane;Nidaa Tounes;حركة نداء تونس;783;0,179669573;3;13619;207;69;4358;4634
Sbiba;سبيبة;Liste partisane;Nidaa Tounes;حركة نداء تونس;2432;0,385970481;9;15188;167;122;6301;6590
Sbeitla;سبيطلة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1336;0,183541695;5;18341;351;151;7279;7781
Sejnane;سجنان;Liste partisane;Nidaa Tounes;حركة نداء تونس;1266;0,318250377;6;10470;278;85;3978;4341
Essaida;سعيدة;Liste partisane;Nidaa Tounes;حركة نداء تونس;1610;0,348560294;6;11266;157;96;4619;4872
